fixture,category,node_count,group,tool,format,raster_density,primary,eligible,expected_measured,measured_attempts,successes,failures,missing_measurements,median_ms,ci95_low_ms,ci95_high_ms,min_ms,q25_ms,q75_ms,p95_ms,max_ms,measured_output_hash_count,output_stable,output
mocha_soc,real-world,34,png-primary,d2-dagre,png,2.0,True,True,20,20,20,0,0,426.75772900000004,425.03220799999997,432.921791,419.881375,424.77753099999995,435.979739,462.85739105,464.481417,1,True,renders/d2-dagre/mocha_soc.png
mocha_soc,real-world,34,svg,d2-dagre,svg,,True,True,20,20,20,0,0,28.9193125,28.6542894125,29.4349375,27.2065,28.591916249999997,29.62034375,46.4918497,47.097792,1,True,renders/d2-dagre/mocha_soc.svg
mocha_soc,real-world,34,png-primary,d2-tala,png,2.0,True,True,20,20,20,0,0,395.56433300000003,390.03162499999996,409.21375,385.641292,389.91675,410.71801025,421.78387914999996,438.826958,1,True,renders/d2-tala/mocha_soc.png
mocha_soc,real-world,34,svg,d2-tala,svg,,True,True,20,20,20,0,0,205.437375,203.2472505,208.491854,198.215792,202.4280315,210.3888435,220.49815415000003,256.669958,1,True,renders/d2-tala/mocha_soc.svg
mocha_soc,real-world,34,png-primary,mermaid-dagre,png,2.0,True,True,20,20,20,0,0,808.9115205,801.280708,824.3559789999999,785.437708,800.3432705,829.904281,896.3277104000003,1284.979083,1,True,renders/mermaid-dagre/mocha_soc.png
mocha_soc,real-world,34,svg,mermaid-dagre,svg,,True,True,20,20,20,0,0,408.033979,401.57995800000003,426.3855625,395.179958,400.58834325,428.15259375000005,447.7622298,453.343875,1,True,renders/mermaid-dagre/mocha_soc.svg
mocha_soc,real-world,34,png-primary,graphviz-dot,png,2.0,True,True,20,20,20,0,0,504.11485400000004,499.956334,512.5031255,494.202916,499.8255525,514.5612502500001,578.7508045000005,1215.346042,1,True,renders/graphviz-dot/mocha_soc.png
mocha_soc,real-world,34,svg,graphviz-dot,svg,,True,True,20,20,20,0,0,67.40450000000001,64.98275,70.7067495,62.232542,64.5983545,71.60986425,80.84458335000001,86.294417,1,True,renders/graphviz-dot/mocha_soc.svg
mocha_soc,real-world,34,png-primary,plantuml-dot,png,2.0,True,True,20,20,20,0,0,1969.1704165,1949.446771,2043.3997293124996,1893.502833,1945.7223955,2051.70961525,2277.8899896,2302.993542,1,True,renders/plantuml-dot/mocha_soc.png
mocha_soc,real-world,34,svg,plantuml-dot,svg,,True,True,20,20,20,0,0,940.8210205,929.549979,946.6962914999999,870.151583,928.4822085000001,948.3234789999999,971.11523715,978.452166,1,True,renders/plantuml-dot/mocha_soc.svg
